episode_id,product,min_price,mean_price,max_price,end_price,floor_steps,pressure_wheat,pressure_carrot,pressure_tomato,pressure_strawberry,pressure_melon,pressure_egg,pressure_milk,pressure_wool,pressure_fert,cluster_id,shops_list
95554687,WHEAT,25.0,39.29,47.0,41.0,0,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554687,CARROT,35.0,36.10,37.0,36.0,0,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554687,TOMATO,60.0,70.51,82.0,82.0,0,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554687,STRAWBERRY,1.0,132.82,207.0,66.0,9,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554687,MELON,1.0,137.79,272.0,34.0,29,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554687,EGG,50.0,54.46,66.0,66.0,0,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554687,MILK,13.0,177.72,244.0,13.0,0,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554687,WOOL,1.0,158.01,218.0,199.0,46,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554687,FERTILIZER,24.0,66.57,100.0,24.0,0,37,1,7,25,1,19,25,13,0,9,PIZZA_SHOP|ICE_CREAM_SHOP|SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|BRUNCH_SPOT
95554694,WHEAT,25.0,37.38,45.0,36.0,0,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554694,CARROT,35.0,48.66,67.0,67.0,0,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554694,TOMATO,60.0,63.58,72.0,72.0,0,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554694,STRAWBERRY,1.0,121.12,197.0,101.0,16,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554694,MELON,91.0,167.88,272.0,133.0,0,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554694,EGG,50.0,55.74,66.0,66.0,0,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554694,MILK,1.0,110.65,189.0,1.0,5,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554694,WOOL,1.0,83.44,218.0,1.0,101,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554694,FERTILIZER,16.0,63.90,100.0,16.0,0,31,19,7,31,1,13,25,1,0,1,PET_CAFE|BAKERY|SMOOTHIE_SHOP|ICE_CREAM_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|ICE_CREAM_SHOP
95554748,WHEAT,25.0,41.65,52.0,48.0,0,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554748,CARROT,30.0,37.18,49.0,49.0,0,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554748,TOMATO,60.0,62.81,70.0,70.0,0,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554748,STRAWBERRY,85.0,172.39,221.0,170.0,0,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554748,MELON,73.0,161.78,272.0,94.0,0,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554748,EGG,50.0,51.79,56.0,56.0,0,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554748,MILK,160.0,205.82,232.0,187.0,0,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554748,WOOL,1.0,181.21,234.0,1.0,7,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554748,FERTILIZER,1.0,55.15,100.0,1.0,47,25,13,7,31,1,7,31,13,0,8,ICE_CREAM_SHOP|YARN_STORE|ICE_CREAM_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP|SMOOTHIE_SHOP
95554751,WHEAT,25.0,40.14,50.0,47.0,0,37,25,13,31,1,19,7,13,0,3,ICE_CREAM_SHOP|PET_CAFE|BAKERY|YARN_STORE|BRUNCH_SPOT|BRUNCH_SPOT|FARMERS_MARKET|FARMERS_MARKET
95554751,CARROT,35.0,45.91,65.0,65.0,0,37,25,13,31,1,19,7,13,0,3,ICE_CREAM_SHOP|PET_CAFE|BAKERY|YARN_STORE|BRUNCH_SPOT|BRUNCH_SPOT|FARMERS_MARKET|FARMERS_MARKET
